project_a,project_b,weight_a,weight_b
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.",0.91975997843,0.08024002157
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Go library providing GNU Readline-like interactive input with history, autocompletion, and Vim mode.",0.88473425892,0.11526574108
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Babel is a JavaScript compiler transforming ES6+ to ES5, enabling modern JS features in older browsers.",0.05350264351,0.94649735649
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Gulp.js: Streaming build system using Node.js with ESM support, updated docs, and active maintenance.",0.38550224149,0.61449775851
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Go template function library slim-sprig offers rich extended functions for string manipulation, crypto, dates, and more.",0.96856061082,0.03143938918
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Electron builds cross-platform desktop apps using Chromium and Node.js, focusing on security, performance, and modern APIs.",0.73734047246,0.26265952754
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.",0.9336730205,0.0663269795
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","cssnano: A PostCSS-based CSS minifier offering optimized presets, performance enhancements, and modular plugins.",0.97444907413,0.02555092587
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Performant CSS-in-JS library (Emotion) in TypeScript, featuring improved JSX runtime, Stylis v4, and enhanced DX.",0.7890184717,0.2109815283
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Go Minisign library: key generation, signing, verification, and prehashed signature support.",0.75336886563,0.24663113437
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Browserslist: Node.js tool specifying browser support via queries, optimizing builds with polyfills and prefixes.",0.89189791353,0.10810208647
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","SVGR transforms SVGs into React components, offering flexible configuration and build tool support.",0.8185328185,0.1814671815
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","JavaScript positioning library offering performant, accessible UI element placement with React/Vue integrations.",0.89371503243,0.10628496757
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","React 19: JavaScript framework with Forget compiler, Flight server components, Float renderer, and DevTools 6.",0.73463752437,0.26536247563
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","JavaScript immutable state management library with TypeScript, focused on performance and featuring patches.",0.9439666306,0.0560333694
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Rust command-line parser clap offers dynamic completion, enhanced help, and optimized value parsing.",0.8807023417,0.1192976583
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.",macOS library providing process information access via automated bindings and a C API.,0.9972774712,0.0027225288
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter, enhanced headers, and strong security.",0.94198197893,0.05801802107
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.",,0.9809505847,0.0190494153
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","JavaScript library for Long integer support, featuring WebAssembly, ESM, and TypeScript compatibility.",0.20193435125,0.79806564875
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","JavaScript color code management library with ESM support, community contributions, and focused on code quality.",0.9558985667,0.0441014333
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","ESLint plugin enforcing import best practices, resolving paths, with TypeScript support and performance optimizations.",0.9700324648,0.0299675352
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.","Boa: A high-performance, embeddable JavaScript engine written in Rust, featuring a CLI and modules.",0.99957111,0.00042889
"Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.",Object-schema: A config merging/validation library with subschema support and custom error handling.,0.9421895213,0.0578104787
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.",0.27757866607,0.72242133393
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Mocha: JavaScript test framework with async support, rich matchers, and a flexible reporter API.",0.0056479783,0.9943520217
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.",0.39972527475,0.60027472525
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","ESLint: Pluggable JavaScript linter enhancing DX, performance, and supporting modern JS/TS.",0.00131430224,0.99868569776
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",JavaScript YAML parser and dumper with security and performance enhancements.,0.3246753247,0.6753246753
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.,0.7692307692,0.2307692308
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Fast, minimalist Node.js web framework with routing, middleware, and asynchronous support.",0.00552486188,0.99447513812
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","React 19: JavaScript framework with Forget compiler, Flight server components, Float renderer, and DevTools 6.",0.5208333333,0.4791666667
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Rust command-line parser clap offers dynamic completion, enhanced help, and optimized value parsing.",0.04184100418,0.95815899582
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","JavaScript error & performance monitoring SDK with OpenTelemetry integration, focusing on DX and reduced bundle size.",0.00155753536,0.99844246464
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","JavaScript library for Long integer support, featuring WebAssembly, ESM, and TypeScript compatibility.",0.00138186441,0.99861813559
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Node.js Fetch API implementation with streaming, redirects, and modern ESM support.",0.08710801394,0.91289198606
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","JavaScript immutable state management library with TypeScript, focused on performance and featuring patches.",0.4,0.6
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Fast JSON Schema validator with TypeScript support, focused on performance and strictness.",0.01191327138,0.98808672862
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Pandas: Python data analysis library with PyArrow backend, CoW, and enhanced string dtype.",0.01823486506,0.98176513494
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Go Minisign library: key generation, signing, verification, and prehashed signature support.",0.06622516556,0.93377483444
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Modular JavaScript internationalization library (i18n) with CLDR data, Intl polyfills, and React/Vue support.",0.2,0.8
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",Object-schema: A config merging/validation library with subschema support and custom error handling.,0.04163197336,0.95836802664
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.,0.00497512438,0.99502487562
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.,0.9615384615,0.0384615385
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Browserslist: Node.js tool specifying browser support via queries, optimizing builds with polyfills and prefixes.",0.0630517024,0.9369482976
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","NumPy: Scientific computing library for Python with multi-dimensional arrays, linear algebra, and optimized numerical operations.",0.00075276264,0.99924723736
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","cssnano: A PostCSS-based CSS minifier offering optimized presets, performance enhancements, and modular plugins.",0.5263157895,0.4736842105
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Pytest: Python testing framework with focus on performance, extensibility, and modern Python features.",0.00743494424,0.99256505576
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Performant CSS-in-JS library (Emotion) in TypeScript, featuring improved JSX runtime, Stylis v4, and enhanced DX.",0.01075037626,0.98924962374
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",Fast JavaScript deep equality check with TypeScript support and optimized performance.,0.08223684211,0.91776315789
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","Prettier is a JavaScript code formatter supporting multiple languages, focusing on consistent style, performance, and extensibility.",0.0049000392,0.9950999608
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",macOS library providing process information access via automated bindings and a C API.,0.9259259259,0.0740740741
"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.","PostCSS: A JavaScript-based CSS transformer with plugin support, evolving since 2013 with focus on performance and AST.",0.04488330341,0.95511669659
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Vue.js: Progressive JavaScript framework for building user interfaces with reactivity, SSR, and TypeScript support.",0.03006675683,0.96993324317
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.",0.88256726255,0.11743273745
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js/browser debugging utility with color output, namespace filtering, and formatters.",0.70573693096,0.29426306904
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Babel is a JavaScript compiler transforming ES6+ to ES5, enabling modern JS features in older browsers.",0.0097668313,0.9902331687
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Webpack: JavaScript module bundler with CSS Modules, Module Federation, and performance optimizations.",0.00898368741,0.99101631259
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Gulp.js: Streaming build system using Node.js with ESM support, updated docs, and active maintenance.",0.14469936313,0.85530063687
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",0.9836065574,0.0163934426
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,0.77519679435,0.22480320565
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Go template function library slim-sprig offers rich extended functions for string manipulation, crypto, dates, and more.",0.86255028148,0.13744971852
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Electron builds cross-platform desktop apps using Chromium and Node.js, focusing on security, performance, and modern APIs.",0.21274461874,0.78725538126
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"SVGR transforms SVGs into React components, offering flexible configuration and build tool support.",0.37861903385,0.62138096615
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Performant CSS-in-JS library (Emotion) in TypeScript, featuring improved JSX runtime, Stylis v4, and enhanced DX.",0.50675490517,0.49324509483
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js cmd-shim manages executable shims, supporting cross-platform execution and various Node.js versions.",0.43689280903,0.56310719097
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Coinbase Wallet SDK: Connect dApps via WalletLink, injected providers, and smart wallets (iOS/Android).",0.07322654462,0.92677345538
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler, minifier, and plugin support.",0.54340569117,0.45659430883
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Go iterative process tool with module support; sporadically maintained, limited testing.",0.01402524544,0.98597475456
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"ESLint: Pluggable JavaScript linter enhancing DX, performance, and supporting modern JS/TS.",0.01746305302,0.98253694698
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Fast JavaScript CRC32 library with rolling checksums, optimized for various environments.",0.8163000571,0.1836999429
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"JavaScript library for Long integer support, featuring WebAssembly, ESM, and TypeScript compatibility.",0.04515043128,0.95484956872
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"JavaScript color conversion library supporting many models (RGB, HSL, HSV, etc.) with automatic routing.",0.420984456,0.579015544
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,Node.js stream piping utility with environment variable configuration and broad compatibility.,0.04195500287,0.95804499713
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Prettier is a JavaScript code formatter supporting multiple languages, focusing on consistent style, performance, and extensibility.",0.09833853722,0.90166146278
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"React 19: JavaScript framework with Forget compiler, Flight server components, Float renderer, and DevTools 6.",0.68570563698,0.31429436302
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"cssnano: A PostCSS-based CSS minifier offering optimized presets, performance enhancements, and modular plugins.",0.82574729617,0.17425270383
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.,0.05005325555,0.94994674445
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,macOS library providing process information access via automated bindings and a C API.,0.97975908996,0.02024091004
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"JavaScript immutable state management library with TypeScript, focused on performance and featuring patches.",0.83002844161,0.16997155839
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Fast, minimalist Node.js web framework with routing, middleware, and asynchronous support.",0.65522308812,0.34477691188
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Pytest: Python testing framework with focus on performance, extensibility, and modern Python features.",0.28600767454,0.71399232546
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Go WebRTC library enabling P2P communication with simulcast, data channels, and WASM support.",0.56060829573,0.43939170427
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"PostCSS: A JavaScript-based CSS transformer with plugin support, evolving since 2013 with focus on performance and AST.",0.39862682018,0.60137317982
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Fast JSON Schema validator with TypeScript support, focused on performance and strictness.",0.41368930398,0.58631069602
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"JavaScript source map library with Rust/WebAssembly for performance, featuring original/generated mappings and spec tests.",0.67046389555,0.32953610445
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Browserslist: Node.js tool specifying browser support via queries, optimizing builds with polyfills and prefixes.",0.5491184281,0.4508815719
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js Fetch API implementation with streaming, redirects, and modern ESM support.",0.84306302842,0.15693697158
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Rust command-line parser clap offers dynamic completion, enhanced help, and optimized value parsing.",0.5228812097,0.4771187903
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Tokio: A fast, scalable, and reliable async Rust runtime for networking, filesystems, and concurrency.",0.04978526152,0.95021473848
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,0.89279209005,0.10720790995
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter, enhanced headers, and strong security.",0.53770081904,0.46229918096
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js based WebdriverIO automates tests, using WebDriver Bidi, enhanced dev tools, and component testing.",0.74286538332,0.25713461668
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Node.js library with TypeScript support, focused on dependency management and maintenance.",0.7799196787,0.2200803213
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"JavaScript color code management library with ESM support, community contributions, and focused on code quality.",0.8900091659,0.1099908341
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"React Hooks library for remote data fetching, featuring mutations, pagination, and Suspense.",0.3949855134,0.6050144866
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,JavaScript monorepo for secure Dapp-wallet connections using QR codes and deep links.,0.9986577181,0.0013422819
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"ESLint plugin enforcing import best practices, resolving paths, with TypeScript support and performance optimizations.",0.55231517163,0.44768482837
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Boa: A high-performance, embeddable JavaScript engine written in Rust, featuring a CLI and modules.",0.74206032283,0.25793967717
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Pandas: Python data analysis library with PyArrow backend, CoW, and enhanced string dtype.",0.03168300177,0.96831699823
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,JavaScript YAML parser and dumper with security and performance enhancements.,0.9221789883,0.0778210117
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Vitest: Blazing fast Vite-powered unit testing with browser support, rich matchers, and a flexible reporter API.",0.8163030999,0.1836969001
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Fast, extensible Node.js web framework with HTTP/2, plugins, hooks, and strong TypeScript support.",0.9699863574,0.0300136426
Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,"Fast JS/TS linter, formatter, and codemod tool with HTML, CSS, GraphQL support and a VS Code extension.",0.2111045131,0.7888954869
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Vue.js: Progressive JavaScript framework for building user interfaces with reactivity, SSR, and TypeScript support.",0.16634357456,0.83365642544
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Redux-Saga simplifies async side effects in JavaScript apps using generators, channels, and declarative effects.",0.58269653527,0.41730346473
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.",0.93569818897,0.06430181103
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.",0.8839858446,0.1160141554
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Webpack: JavaScript module bundler with CSS Modules, Module Federation, and performance optimizations.",0.02082980907,0.97917019093
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Gulp.js: Streaming build system using Node.js with ESM support, updated docs, and active maintenance.",0.26193059971,0.73806940029
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","RxJS: Reactive programming library with improved performance, new features, and TypeScript support.",0.989626556,0.010373444
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.",JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,0.65075954895,0.34924045105
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Node.js library for styling terminal output with ANSI escape codes, supporting multiline strings and Typescript.",0.87320476,0.12679524
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","SVGR transforms SVGs into React components, offering flexible configuration and build tool support.",0.4375614227,0.5624385773
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Performant CSS-in-JS library (Emotion) in TypeScript, featuring improved JSX runtime, Stylis v4, and enhanced DX.",0.8757486393,0.1242513607
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Go library providing GNU Readline-like interactive input with history, autocompletion, and Vim mode.",0.9936183791,0.0063816209
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Node.js cmd-shim manages executable shims, supporting cross-platform execution and various Node.js versions.",0.81181317043,0.18818682957
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","JavaScript markdown table alignment tool, using ESM modules, focused on simplicity and modern standards.",0.5583563639,0.4416436361
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Coinbase Wallet SDK: Connect dApps via WalletLink, injected providers, and smart wallets (iOS/Android).",0.04005688552,0.95994311448
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Go iterative process tool with module support; sporadically maintained, limited testing.",0.00745643062,0.99254356938
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","TypeScript type utility library offering extensive transformations, guards, and deep object manipulation.",0.4487579018,0.5512420982
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","ESLint: Pluggable JavaScript linter enhancing DX, performance, and supporting modern JS/TS.",0.04042635257,0.95957364743
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","JavaScript library for Long integer support, featuring WebAssembly, ESM, and TypeScript compatibility.",0.1559951252,0.8440048748
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","JavaScript color conversion library supporting many models (RGB, HSL, HSV, etc.) with automatic routing.",0.7882520133,0.2117479867
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.",Node.js stream piping utility with environment variable configuration and broad compatibility.,0.05474584636,0.94525415364
"WebAssembly toolkit for JavaScript with parser, generator, interpreter, supporting WAST and WASM.","Prettier is a JavaScript code formatter supporting multiple languages, focusing on consistent style, performance, and extensibility.",0.6816878329,0.3183121671
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Node.js LevelDB wrapper with simplified API, streams, encodings, and modern browser support.",0.97078525674,0.02921474326
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Node.js/browser debugging utility with color output, namespace filtering, and formatters.",0.85322128337,0.14677871663
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Babel is a JavaScript compiler transforming ES6+ to ES5, enabling modern JS features in older browsers.",0.05840825368,0.94159174632
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Mocha: JavaScript test framework with async support, rich matchers, and a flexible reporter API.",0.30512450971,0.69487549029
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.",JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,0.90195584557,0.09804415443
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Electron builds cross-platform desktop apps using Chromium and Node.js, focusing on security, performance, and modern APIs.",0.51788903923,0.48211096077
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","SVGR transforms SVGs into React components, offering flexible configuration and build tool support.",0.76294798417,0.23705201583
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Performant CSS-in-JS library (Emotion) in TypeScript, featuring improved JSX runtime, Stylis v4, and enhanced DX.",0.57715687678,0.42284312322
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Node.js cmd-shim manages executable shims, supporting cross-platform execution and various Node.js versions.",0.45861045523,0.54138954477
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Coinbase Wallet SDK: Connect dApps via WalletLink, injected providers, and smart wallets (iOS/Android).",0.20121201115,0.79878798886
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Go iterative process tool with module support; sporadically maintained, limited testing.",0.1037807259,0.8962192741
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript library for Long integer support, featuring WebAssembly, ESM, and TypeScript compatibility.",0.13854181834,0.86145818166
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript color conversion library supporting many models (RGB, HSL, HSV, etc.) with automatic routing.",0.58978324565,0.41021675435
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","cssnano: A PostCSS-based CSS minifier offering optimized presets, performance enhancements, and modular plugins.",0.93795487335,0.06204512665
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript immutable state management library with TypeScript, focused on performance and featuring patches.",0.91964416436,0.08035583564
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Fast, minimalist Node.js web framework with routing, middleware, and asynchronous support.",0.66032890202,0.33967109798
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Fast JSON Schema validator with TypeScript support, focused on performance and strictness.",0.50207723436,0.49792276564
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript source map library with Rust/WebAssembly for performance, featuring original/generated mappings and spec tests.",0.8818837503,0.1181162497
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Browserslist: Node.js tool specifying browser support via queries, optimizing builds with polyfills and prefixes.",0.68862623051,0.31137376949
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript positioning library offering performant, accessible UI element placement with React/Vue integrations.",0.56651574382,0.43348425618
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Rust command-line parser clap offers dynamic completion, enhanced help, and optimized value parsing.",0.78084411929,0.21915588071
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Fast HTML entity encoder/decoder (TypeScript, ESM) with trie-based optimization and improved tree shaking.",0.03262158956,0.96737841044
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.",,0.60604154225,0.39395845775
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.",Fast JavaScript deep equality check with TypeScript support and optimized performance.,0.47437398772,0.52562601228
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.",Fast JavaScript string manipulation library with sourcemap support and bundling for code transformations.,0.96345587927,0.03654412073
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter, enhanced headers, and strong security.",0.56561698142,0.43438301858
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","NumPy: Scientific computing library for Python with multi-dimensional arrays, linear algebra, and optimized numerical operations.",0.26491956423,0.73508043577
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript color code management library with ESM support, community contributions, and focused on code quality.",0.8045602606,0.1954397394
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Node.js Snappy compression/decompression library focused on performance, cross-platform compatibility, and maintenance.",0.8606116106,0.1393883894
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","ESLint plugin enforcing import best practices, resolving paths, with TypeScript support and performance optimizations.",0.84238777116,0.15761222884
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","JavaScript error & performance monitoring SDK with OpenTelemetry integration, focusing on DX and reduced bundle size.",0.05322126028,0.94677873972
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Boa: A high-performance, embeddable JavaScript engine written in Rust, featuring a CLI and modules.",0.77676447463,0.22323552537
"Rollup, a JavaScript module bundler, uses SWC for fast, optimized ES module builds with JSX support and enhanced developer experience.","Pandas: Python data analysis library with PyArrow backend, CoW, and enhanced string dtype.",0.34942946232,0.65057053768
