id,project_a,project_b
747,Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
756,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.
757,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
760,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
762,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.
765,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
766,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
773,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.
777,WebAssembly toolkit for JavaScript with parser  generator  interpreter  supporting WAST and WASM.,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.
782,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.
786,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
788,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,RxJS: Reactive programming library with improved performance  new features  and TypeScript support.
790,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
791,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
795,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
799,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
802,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Node.js stream piping utility with environment variable configuration and broad compatibility.
803,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
804,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
806,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,macOS library providing process information access via automated bindings and a C API.
808,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
810,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.
811,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.
812,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.
813,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,PostCSS: A JavaScript-based CSS transformer with plugin support  evolving since 2013 with focus on performance and AST.
818,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
819,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).
830,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).
832,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Object-schema: A config merging/validation library with subschema support and custom error handling.
839,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,CLI tool in Go for generating optimized addition chains for cryptographic scalar multiplication.
840,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.
841,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
843,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
845,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
848,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.
858,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
860,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.
863,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
865,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
868,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
870,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
872,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,JavaScript error & performance monitoring SDK with OpenTelemetry integration  focusing on DX and reduced bundle size.
875,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
880,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
882,Node.js LevelDB wrapper with simplified API  streams  encodings  and modern browser support.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
888,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
890,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
894,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
898,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
904,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).
906,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
908,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
913,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
922,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
927,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
928,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
930,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
933,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.
938,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
941,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
943,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Fast JS/TS linter  formatter  and codemod tool with HTML  CSS  GraphQL support and a VS Code extension.
945,Go template function library slim-sprig offers rich extended functions for string manipulation  crypto  dates  and more.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
946,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
950,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,Go iterative process tool with module support; sporadically maintained  limited testing.
953,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
963,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
965,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
966,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
970,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
977,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
979,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
986,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,Go iterative process tool with module support; sporadically maintained  limited testing.
991,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
998,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1000,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
1002,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
1004,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
1007,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
1012,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Node.js stream piping utility with environment variable configuration and broad compatibility.
1018,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
1019,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Fast  minimalist Node.js web framework with routing  middleware  and asynchronous support.
1023,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.
1024,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1026,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
1028,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
1030,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Fast HTML entity encoder/decoder (TypeScript  ESM) with trie-based optimization and improved tree shaking.
1033,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1035,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
1037,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.
1038,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).
1042,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.
1043,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,parse5: Fast HTML parser/serializer in TypeScript with robust testing and comprehensive documentation.
1045,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,JavaScript YAML parser and dumper with security and performance enhancements.
1048,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.,Node.js library providing Git's .gitignore functionality with TypeScript support and robust pattern matching.
1053,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1054,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Fast JavaScript (Python/PHP) object serialization library handling circular references and custom types.
1056,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
1062,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Rollup  a JavaScript module bundler  uses SWC for fast  optimized ES module builds with JSX support and enhanced developer experience.
1065,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
1068,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.
1069,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
1072,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.
1074,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1075,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
1076,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
1079,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
1081,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,macOS library providing process information access via automated bindings and a C API.
1085,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.
1090,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
1092,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1095,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
1103,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,Tokio: A fast  scalable  and reliable async Rust runtime for networking  filesystems  and concurrency.
1104,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.
1105,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
1109,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).,Fast JSON Schema validator with TypeScript support  focused on performance and strictness.
1111,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1114,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Coinbase Wallet SDK: Connect dApps via WalletLink  injected providers  and smart wallets (iOS/Android).
1115,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Electron builds cross-platform desktop apps using Chromium and Node.js  focusing on security  performance  and modern APIs.
1117,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.
1118,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.
1124,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1129,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.
1133,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,JavaScript library for arbitrary-precision decimal arithmetic with TypeScript support and continuous improvements.
1134,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,React 19: JavaScript framework with Forget compiler  Flight server components  Float renderer  and DevTools 6.
1135,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
1136,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.
1139,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Go Minisign library: key generation  signing  verification  and prehashed signature support.
1147,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.
1150,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Node.js Fetch API implementation with streaming  redirects  and modern ESM support.
1158,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1160,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
1162,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,ESLint plugin enforcing import best practices  resolving paths  with TypeScript support and performance optimizations.
1165,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1172,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.
1175,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,RxJS: Reactive programming library with improved performance  new features  and TypeScript support.
1179,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.,rust-smallvec: Inline storage vector optimized for small sizes  featuring no_std support and enhanced performance.
1188,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.
1189,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1193,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1201,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
1205,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.
1207,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.
1211,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Node.js module loads .env files  supports multi-line values  error handling  and secure .env.vault files.
1212,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Go WebRTC library enabling P2P communication with simulcast  data channels  and WASM support.
1221,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Node.js library for styling terminal output with ANSI escape codes  supporting multiline strings and Typescript.
1222,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
1229,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,JavaScript color code management library with ESM support  community contributions  and focused on code quality.
1234,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Object-schema: A config merging/validation library with subschema support and custom error handling.
1235,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
1236,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.
1238,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
1243,TypeScript type utility library offering extensive transformations  guards  and deep object manipulation.,RxJS: Reactive programming library with improved performance  new features  and TypeScript support.
1252,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,Node.js/browser debugging utility with color output  namespace filtering  and formatters.
1254,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
1256,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
1259,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1262,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1264,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
1269,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Redux-Saga simplifies async side effects in JavaScript apps using generators  channels  and declarative effects.
1273,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.
1279,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,SWC: Fast Rust-based TypeScript/JavaScript compiler with a bundler  minifier  and plugin support.
1284,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
1287,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1289,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.
1290,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.
1293,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,JavaScript markdown table alignment tool  using ESM modules  focused on simplicity and modern standards.
1296,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,TypeScript-based ESLint parser and plugin for enhanced linting of TS code  using ESTree AST and custom rules.
1299,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Robust Node.js/browser cookie library (TypeScript) with RFC 6265 compliance and enhanced maintainability.
1310,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,JavaScript source map library with Rust/WebAssembly for performance  featuring original/generated mappings and spec tests.
1314,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Go library detects terminal connections across diverse OS (Windows  macOS  Linux  BSD  etc.).
1323,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1331,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,AbortController polyfill for consistent cross-browser AbortSignal/AbortController API usage (TypeScript).
1335,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Multilingual spellchecker with CLI & editor integrations  optimized for performance  actively maintained.
1337,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.
1339,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,JavaScript Ethereum library (ethers.js v6) with enhanced providers  contracts  wallets  and EIP-4844 support.
1341,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Modular JavaScript internationalization library (i18n) with CLDR data  Intl polyfills  and React/Vue support.
1346,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Go library accesses system config via sysconf/sysctl  supporting various Unix-like OSs.
